date,open,high,low,close,volume
2018-09-12,6.0,6.93,5.35,6.6,66848996
2018-09-13,6.62,12.69,6.52,11.6,158346490
2018-09-14,12.66,13.8,9.22,9.9,172473560
2018-09-17,9.61,9.75,8.5,8.5,56323875
2018-09-18,8.73,9.1,7.67,7.68,41827593
2018-09-19,7.88,9.15,7.54,8.5,48306520
2018-09-20,9.07,9.47,8.4151,8.78,40275036
2018-09-21,9.05,9.07,8.5,8.59,15118471
2018-09-24,8.32,8.39,7.85,7.87,16297902
2018-09-25,8.06,8.19,7.5,7.58,18909287
2018-09-26,7.59,7.76,7.5,7.5,11088293
2018-09-27,7.55,7.55,7.01,7.01,16815631
2018-09-28,6.97,7.28,6.68,6.98,21813582
2018-10-01,7.06,7.08,6.6,6.6,16429120
2018-10-02,6.6,6.6,5.87,5.93,19439988
2018-10-03,6.12,6.55,6.12,6.3,13251168
2018-10-04,6.19,6.25,6.0,6.25,11896599
2018-10-05,6.2,6.29,6.03,6.26,8378259
2018-10-08,6.07,6.18,5.95,6.04,11508763
2018-10-09,6.19,7.4,6.1,7.39,38464354
2018-10-10,8.1,8.35,7.39,7.75,74971137
2018-10-11,7.44,7.55,6.92,7.18,22730045
2018-10-12,7.46,7.75,7.28,7.46,14545424
2018-10-15,7.86,8.3,7.7,7.82,26781651
2018-10-16,8.06,8.2,7.83,8.04,17490452
2018-10-17,8.12,8.16,7.73,7.77,11705259
2018-10-18,7.6,7.67,7.26,7.5,11905956
2018-10-19,7.59,7.745,7.22,7.32,7336209
2018-10-22,7.68,7.685,7.0,7.03,12758537
2018-10-23,6.74,6.89,6.45,6.81,14901741
2018-10-24,6.85,6.85,6.13,6.17,14789857
2018-10-25,6.27,6.57,6.25,6.45,9188691
2018-10-26,6.21,6.51,6.18,6.35,9458953
2018-10-29,6.53,6.79,6.05,6.19,16027640
2018-10-30,6.2,6.22,5.615,5.95,21823905
2018-10-31,6.08,6.25,5.9,5.9,15213393
2018-11-01,6.0,6.78,5.96,6.62,24330932
2018-11-02,6.84,6.84,6.27,6.49,17988834
2018-11-05,6.52,6.72,6.25,6.68,13188661
2018-11-06,7.22,7.32,6.4,6.4,49855770
2018-11-07,6.42,6.88,6.15,6.74,23761772
2018-11-08,6.49,7.1,6.47,6.69,20510714
2018-11-09,6.59,6.93,6.52,6.77,12789789
2018-11-12,6.72,6.93,6.56,6.65,12709127
2018-11-13,6.69,6.9,6.58,6.78,15374076
2018-11-14,6.8,7.45,6.8,7.1,29585149
2018-11-15,7.15,7.49,7.11,7.34,18036362
2018-11-16,7.4,7.65,7.16,7.19,14972458
2018-11-19,7.38,8.21,7.28,7.84,49171758
2018-11-20,7.65,7.91,7.15,7.67,26923192
2018-11-21,7.9,8.05,7.63,7.71,13993640
2018-11-23,7.68,7.695,7.41,7.46,8119651
2018-11-26,7.61,7.626,7.16,7.37,12164902
2018-11-27,7.3,7.7,7.23,7.48,9084856
2018-11-28,7.6,8.15,7.6,8.12,22096929
2018-11-29,8.06,8.12,7.76,7.79,13207636
