entry_date,exit_date,return
2024-09-13,2024-11-04,0.028291840246711164
2024-11-05,2025-01-02,0.05262900844764529
2025-01-07,2025-01-10,-0.028790413021269945
2025-01-17,2025-01-21,0.0011133075664229164
2025-01-22,2025-01-29,-0.015397136179481463
2025-01-30,2025-02-26,-0.017586111240825764
2025-03-27,2025-03-28,-0.007376852491209007
2025-04-28,2025-05-28,0.10169899869341448
2025-05-29,2025-08-05,0.07206571152714858
2025-08-06,2025-08-07,0.01678423132078244
2025-08-08,2025-08-22,-0.012110160229839684
2025-08-26,2025-09-04,-0.000404272308210718
2025-09-05,2025-10-14,0.0234811572791509
2025-10-15,2025-10-16,-0.00018051915041628064
2025-10-17,2025-10-20,0.013340472140185966
2025-10-21,2025-11-11,0.012572906247259708
2025-11-12,2025-11-17,-0.031610375136975066
2025-12-01,2025-12-17,-0.0029250564834727433
2025-12-18,2025-12-19,0.0015207397270569079
2025-12-23,2026-01-06,-0.0003352547272533757
2026-01-07,2026-01-22,-0.0031032662497919583
2026-01-23,2026-02-06,-0.03346483066014627
2026-02-27,2026-03-02,-0.008817073098032702
2026-04-10,2026-05-21,0.15646802392755066
2026-05-22,2026-06-09,0.0048260721986603805
2026-06-17,2026-06-18,0.0007305358703530995
2026-06-23,2026-06-25,0.012168782797376654
2026-07-02,2026-07-06,-0.009769351154791384
2026-08-06,2026-08-24,-0.003626707460917644
2026-08-31,2026-09-03,-0.008026465222101153
