entry_date,exit_date,return
2024-09-05,2024-09-06,6.332302781442145e-05
2024-09-20,2024-09-24,0.021156844104360806
2024-09-30,2024-10-30,-0.03723776307878546
2024-11-08,2024-11-14,-0.1414825620874618
2024-12-19,2025-01-14,0.01584257759624741
2025-01-15,2025-02-04,-0.14707011443438178
2025-03-06,2025-03-07,-0.012631158548851551
2025-03-17,2025-03-18,0.03278629606688299
2025-05-13,2025-07-11,0.5435687260911068
2025-07-16,2025-07-17,0.011508743104353014
2025-07-18,2025-07-28,-0.04818177820057712
2025-07-31,2025-08-01,-0.1186184882282817
2025-08-12,2025-08-15,0.0931948664551332
2025-09-19,2025-09-26,0.009004967554123278
2025-09-30,2025-11-11,0.2806765178087165
2026-01-05,2026-02-18,0.2935375272165699
2026-04-09,2026-04-10,0.08854299042037939
2026-04-13,2026-04-14,0.0993997492991412
2026-04-15,2026-04-17,0.09867445245286821
2026-04-20,2026-06-05,1.4006331603586712
2026-06-16,2026-06-17,-0.07563490433587883
2026-06-18,2026-06-24,-0.1255290975376172
2026-08-05,2026-08-06,-0.07791205732040263
2026-08-28,2026-09-01,-0.11484744214987219
2026-09-03,2026-09-04,0.0776483828742367
