entry_date,exit_date,return
2024-10-03,2024-10-09,0.05303503579091773
2024-10-25,2024-10-31,-0.020568580642762457
2024-11-04,2024-11-08,0.16160427807156608
2024-11-19,2024-11-25,0.07310315948734658
2024-12-23,2024-12-30,-0.028906385192997264
2025-01-06,2025-01-13,-0.1302571503352884
2025-01-29,2025-02-04,-0.026072346562482918
2025-02-05,2025-02-11,0.018846742223420643
2025-05-23,2025-05-30,0.0752785576367101
2025-06-17,2025-06-24,0.027803120078542243
2025-08-05,2025-08-11,0.04538017530611693
2025-08-25,2025-08-29,0.018046619435370337
2025-09-04,2025-09-10,0.06554011227902845
2025-09-29,2025-10-03,0.03344035565442249
2025-10-14,2025-10-20,0.056843357769679415
2025-11-06,2025-11-12,0.008304377017994025
2026-01-16,2026-01-23,-0.033208107009190746
2026-02-03,2026-02-09,-0.10208515566910614
2026-05-21,2026-05-28,0.08508487434928735
2026-06-09,2026-06-15,0.053955139083254666
2026-06-26,2026-07-02,0.07220496082849492
2026-07-07,2026-07-13,0.00937683751886964
