entry_date,exit_date,return
2024-09-30,2024-10-01,0.007362572666927747
2024-10-11,2024-10-14,0.06583257799581199
2024-10-15,2024-10-17,-0.08382981228508801
2024-10-31,2024-11-01,-0.07213924843818986
2024-12-18,2024-12-19,-0.12164522983876835
2025-01-08,2025-01-10,-0.05837862833287044
2025-01-22,2025-01-29,-0.24883730733556564
2025-02-21,2025-02-25,-0.1661945082519939
2025-05-06,2025-05-08,0.12022286213275724
2025-05-09,2025-05-27,0.17568987848556716
2025-05-29,2025-06-03,-0.07061750015869994
2025-06-05,2025-07-25,0.2888512396534859
2025-07-30,2025-08-04,-0.11564435015667918
2025-08-14,2025-08-22,-0.09285455993478842
2025-08-26,2025-09-03,-0.07885107212332076
2025-09-09,2025-10-14,0.3451171143992544
2025-10-15,2025-10-16,0.04594650762558228
2025-10-17,2025-10-24,0.09424959378732312
2025-10-27,2025-11-17,-0.16851448996515472
2025-12-02,2025-12-17,-0.04374664541701723
2025-12-23,2026-02-06,0.3206784519188095
2026-02-10,2026-03-05,-0.14628928733422764
2026-04-09,2026-05-20,1.3587538931269916
2026-05-22,2026-06-09,0.22622471584234027
2026-06-15,2026-06-30,-0.09407275379199287
2026-07-01,2026-07-06,-0.17231176128762427
