date,equity,position
2016-09-06,100000.0,0
2016-09-07,100000.0,0
2016-09-08,100000.0,0
2016-09-09,100000.0,0
2016-09-12,100000.0,0
2016-09-13,100000.0,0
2016-09-14,100000.0,0
2016-09-15,100000.0,0
2016-09-16,100000.0,0
2016-09-19,100000.0,0
2016-09-20,100000.0,0
2016-09-21,100000.0,0
2016-09-22,100000.0,0
2016-09-23,100000.0,0
2016-09-26,100000.0,0
2016-09-27,100000.0,0
2016-09-28,100000.0,0
2016-09-29,100000.0,0
2016-09-30,100000.0,0
2016-10-03,100000.0,0
2016-10-04,100000.0,0
2016-10-05,100000.0,0
2016-10-06,100000.0,0
2016-10-07,100000.0,0
2016-10-10,100000.0,0
2016-10-11,100000.0,0
2016-10-12,100000.0,0
2016-10-13,100000.0,0
2016-10-14,100000.0,0
2016-10-17,100000.0,0
2016-10-18,100000.0,0
2016-10-19,100000.0,0
2016-10-20,100000.0,0
2016-10-21,100000.0,0
2016-10-24,100000.0,0
2016-10-25,100000.0,0
2016-10-26,100000.0,0
2016-10-27,100000.0,0
2016-10-28,100000.0,0
2016-10-31,100000.0,0
2016-11-01,100000.0,0
2016-11-02,100000.0,0
2016-11-03,100000.0,0
2016-11-04,100000.0,0
2016-11-07,100000.0,0
2016-11-08,100000.0,0
2016-11-09,100000.0,0
2016-11-10,100000.0,0
2016-11-11,100000.0,0
2016-11-14,100000.0,0
2016-11-15,100000.0,0
2016-11-16,100000.0,0
2016-11-17,100000.0,0
2016-11-18,100000.0,0
2016-11-21,100000.0,0
2016-11-22,100000.0,0
2016-11-23,100000.0,0
2016-11-25,100000.0,0
2016-11-28,100000.0,0
2016-11-29,100000.0,0
2016-11-30,100000.0,0
2016-12-01,100000.0,0
2016-12-02,100000.0,0
2016-12-05,100000.0,0
2016-12-06,100000.0,0
2016-12-07,100000.0,0
2016-12-08,100000.0,0
2016-12-09,100000.0,0
2016-12-12,100000.0,0
2016-12-13,100000.0,0
2016-12-14,100000.0,0
2016-12-15,100000.0,0
2016-12-16,100000.0,0
2016-12-19,100000.0,0
2016-12-20,100000.0,0
2016-12-21,100000.0,0
2016-12-22,100000.0,0
2016-12-23,100000.0,0
2016-12-27,100000.0,0
2016-12-28,100000.0,0
2016-12-29,100000.0,0
2016-12-30,100000.0,0
2017-01-03,100000.0,0
2017-01-04,100000.0,0
2017-01-05,100000.0,0
2017-01-06,100000.0,0
2017-01-09,100000.0,0
2017-01-10,100000.0,0
2017-01-11,100000.0,0
2017-01-12,100000.0,0
2017-01-13,100000.0,0
2017-01-17,100000.0,0
2017-01-18,100000.0,0
2017-01-19,100000.0,0
2017-01-20,100000.0,0
2017-01-23,100000.0,0
2017-01-24,100000.0,0
2017-01-25,100000.0,0
2017-01-26,100000.0,0
2017-01-27,100000.0,0
2017-01-30,100000.0,0
2017-01-31,100000.0,0
2017-02-01,100000.0,0
2017-02-02,100000.0,0
2017-02-03,100000.0,0
2017-02-06,100000.0,0
2017-02-07,100000.0,0
2017-02-08,100000.0,0
2017-02-09,100000.0,0
2017-02-10,100000.0,0
2017-02-13,100000.0,0
2017-02-14,100000.0,0
2017-02-15,100000.0,0
2017-02-16,100000.0,0
2017-02-17,100000.0,0
2017-02-21,100000.0,0
2017-02-22,100000.0,0
2017-02-23,100000.0,0
2017-02-24,100000.0,0
2017-02-27,100000.0,0
2017-02-28,100000.0,0
2017-03-01,100000.0,0
2017-03-02,100000.0,0
2017-03-03,100000.0,0
2017-03-06,100000.0,0
2017-03-07,100000.0,0
2017-03-08,100000.0,0
2017-03-09,100000.0,0
2017-03-10,100000.0,0
2017-03-13,100000.0,0
2017-03-14,100000.0,0
2017-03-15,100000.0,0
2017-03-16,100000.0,0
2017-03-17,100000.0,0
2017-03-20,100000.0,0
2017-03-21,100000.0,0
2017-03-22,100000.0,0
2017-03-23,100000.0,0
2017-03-24,100000.0,0
2017-03-27,100000.0,0
2017-03-28,100000.0,0
2017-03-29,100000.0,0
2017-03-30,100000.0,0
2017-03-31,100000.0,0
2017-04-03,100000.0,0
2017-04-04,100000.0,0
2017-04-05,100000.0,0
2017-04-06,100000.0,0
2017-04-07,100000.0,0
2017-04-10,100000.0,0
2017-04-11,100000.0,0
2017-04-12,100000.0,0
2017-04-13,100000.0,0
2017-04-17,100000.0,0
2017-04-18,100000.0,0
2017-04-19,100000.0,0
2017-04-20,100000.0,0
2017-04-21,100000.0,0
2017-04-24,100000.0,0
2017-04-25,100000.0,0
2017-04-26,100000.0,0
2017-04-27,100000.0,0
2017-04-28,100000.0,0
2017-05-01,100000.0,0
2017-05-02,100000.0,0
2017-05-03,100000.0,0
2017-05-04,100000.0,0
2017-05-05,100000.0,0
2017-05-08,100000.0,0
2017-05-09,100000.0,0
2017-05-10,100000.0,0
2017-05-11,100000.0,0
2017-05-12,100000.0,0
2017-05-15,100000.0,0
2017-05-16,100000.0,0
2017-05-17,100000.0,0
2017-05-18,100000.0,0
2017-05-19,100000.0,0
2017-05-22,100000.0,0
2017-05-23,100000.0,0
2017-05-24,100000.0,0
2017-05-25,100000.0,0
2017-05-26,100000.0,0
2017-05-30,100000.0,0
2017-05-31,100000.0,0
2017-06-01,100000.0,0
2017-06-02,100000.0,0
2017-06-05,100000.0,0
2017-06-06,100000.0,0
2017-06-07,101083.02856215526,1
2017-06-08,106377.16608688877,1
2017-06-09,92967.30307232549,1
2017-06-12,91406.21479465932,1
2017-06-13,93170.92267938868,1
2017-06-14,90165.09225920931,1
2017-06-15,85376.96703894413,0
2017-06-16,85376.96703894413,0
2017-06-19,85376.96703894413,0
2017-06-20,85376.96703894413,0
2017-06-21,85376.96703894413,0
2017-06-22,85376.96703894413,0
2017-06-23,85376.96703894413,0
2017-06-26,85376.96703894413,0
2017-06-27,85376.96703894413,0
2017-06-28,85376.96703894413,0
2017-06-29,85376.96703894413,0
2017-06-30,85376.96703894413,0
2017-07-03,85376.96703894413,0
2017-07-05,85376.96703894413,0
2017-07-06,85376.96703894413,0
2017-07-07,85376.96703894413,0
2017-07-10,85376.96703894413,0
2017-07-11,85376.96703894413,0
2017-07-12,85376.96703894413,0
2017-07-13,85376.96703894413,0
2017-07-14,85376.96703894413,0
2017-07-17,85376.96703894413,0
2017-07-18,85376.96703894413,0
2017-07-19,85376.96703894413,0
2017-07-20,85376.96703894413,0
2017-07-21,85376.96703894413,0
2017-07-24,85376.96703894413,0
2017-07-25,85376.96703894413,0
2017-07-26,85376.96703894413,0
2017-07-27,85376.96703894413,0
2017-07-28,85376.96703894413,0
2017-07-31,85376.96703894413,0
2017-08-01,85376.96703894413,0
2017-08-02,85376.96703894413,0
2017-08-03,85376.96703894413,0
2017-08-04,85376.96703894413,0
2017-08-07,85376.96703894413,0
2017-08-08,85376.96703894413,0
2017-08-09,85376.96703894413,0
2017-08-10,85376.96703894413,0
2017-08-11,85376.96703894413,0
2017-08-14,85376.96703894413,0
2017-08-15,85376.96703894413,0
2017-08-16,85376.96703894413,0
2017-08-17,85376.96703894413,0
2017-08-18,85376.96703894413,0
2017-08-21,85376.96703894413,0
2017-08-22,85376.96703894413,0
2017-08-23,85376.96703894413,0
2017-08-24,85376.96703894413,0
2017-08-25,85376.96703894413,0
2017-08-28,85376.96703894413,0
2017-08-29,85376.96703894413,0
2017-08-30,85376.96703894413,0
2017-08-31,85376.96703894413,0
2017-09-01,85376.96703894413,0
2017-09-05,85376.96703894413,0
2017-09-06,85376.96703894413,0
2017-09-07,85376.96703894413,0
2017-09-08,85376.96703894413,0
2017-09-11,85376.96703894413,0
2017-09-12,85376.96703894413,0
2017-09-13,85376.96703894413,0
2017-09-14,85376.96703894413,0
2017-09-15,85376.96703894413,0
2017-09-18,85376.96703894413,0
2017-09-19,85376.96703894413,0
2017-09-20,85376.96703894413,0
2017-09-21,85376.96703894413,0
2017-09-22,85376.96703894413,0
2017-09-25,85376.96703894413,0
2017-09-26,85376.96703894413,0
2017-09-27,85376.96703894413,0
2017-09-28,85376.96703894413,0
2017-09-29,85376.96703894413,0
2017-10-02,85376.96703894413,0
2017-10-03,85376.96703894413,0
2017-10-04,85376.96703894413,0
2017-10-05,85376.96703894413,0
2017-10-06,85376.96703894413,0
2017-10-09,85376.96703894413,0
2017-10-10,85376.96703894413,0
2017-10-11,85376.96703894413,0
2017-10-12,85376.96703894413,0
2017-10-13,85376.96703894413,0
2017-10-16,85376.96703894413,0
2017-10-17,85376.96703894413,0
2017-10-18,85376.96703894413,0
2017-10-19,85376.96703894413,0
2017-10-20,85376.96703894413,0
2017-10-23,85376.96703894413,0
2017-10-24,85376.96703894413,0
2017-10-25,85376.96703894413,0
2017-10-26,85376.96703894413,0
2017-10-27,85376.96703894413,0
2017-10-30,85376.96703894413,0
2017-10-31,85376.96703894413,0
2017-11-01,85376.96703894413,0
2017-11-02,85376.96703894413,0
2017-11-03,85376.96703894413,0
2017-11-06,85376.96703894413,0
2017-11-07,85376.96703894413,0
2017-11-08,85376.96703894413,0
2017-11-09,85376.96703894413,0
2017-11-10,85376.96703894413,0
2017-11-13,85376.96703894413,0
2017-11-14,85687.41725229975,1
2017-11-15,83415.94566798185,1
